,audio,sentence
67,"{'array': array([array([ 1.1320207e-05, -1.3067988e-05,  2.8040482e-05, ...,
              -2.0165903e-04, -1.4884848e-04, -1.6966362e-04], dtype=float32),
       array([ 1.1320207e-05, -1.3067988e-05,  2.8040482e-05, ...,
              -2.0165903e-04, -1.4884848e-04, -1.6966362e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_35350617_30276969.wav', 'sampling_rate': 16000}",I break out on my face very frequently
68,"{'array': array([array([-0.00466781, -0.01146486, -0.01182299, ...,  0.01127223,
               0.0159004 ,  0.01197926], dtype=float32)               ,
       array([-0.00466781, -0.01146486, -0.01182299, ...,  0.01127223,
               0.0159004 ,  0.01197926], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_33251186_38544667.wav', 'sampling_rate': 16000}",I cannot breathe because of this dull ache below my left shoulder.
69,"{'array': array([array([-2.5446818e-04,  7.6224096e-05,  2.5968606e-04, ...,
               1.1987914e-04,  4.9208425e-05, -1.9116045e-05], dtype=float32),
       array([-2.5446818e-04,  7.6224096e-05,  2.5968606e-04, ...,
               1.1987914e-04,  4.9208425e-05, -1.9116045e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_30766630_44870553.wav', 'sampling_rate': 16000}",my ear hurts me badly
70,"{'array': array([array([ 0.0024258 ,  0.00870549,  0.00951291, ..., -0.01165935,
              -0.00769004, -0.01098322], dtype=float32)               ,
       array([ 0.0024258 ,  0.00870549,  0.00951291, ..., -0.01165935,
              -0.00769004, -0.01098322], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_33251186_86195095.wav', 'sampling_rate': 16000}",I lose a lot of my hair
71,"{'array': array([array([-6.9492329e-05, -3.7595746e-05, -9.7520024e-05, ...,
               2.8301990e-03,  3.3885848e-03,  2.1204730e-03], dtype=float32),
       array([-6.9492329e-05, -3.7595746e-05, -9.7520024e-05, ...,
               2.8301990e-03,  3.3885848e-03,  2.1204730e-03], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_44142156_30138266.wav', 'sampling_rate': 16000}",My heart is pumping fast and I'm having a hard time to breath.
72,"{'array': array([array([-0.02720897, -0.0449869 , -0.04226723, ..., -0.01457195,
              -0.01498551, -0.01442237], dtype=float32)               ,
       array([-0.02720897, -0.0449869 , -0.04226723, ..., -0.01457195,
              -0.01498551, -0.01442237], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_36214391_103715548.wav', 'sampling_rate': 16000}",The severe pain in the stomach I feel
73,"{'array': array([array([0.00022968, 0.00054683, 0.00093884, ..., 0.00467099, 0.00437501,
              0.00125737], dtype=float32)                                     ,
       array([0.00022968, 0.00054683, 0.00093884, ..., 0.00467099, 0.00437501,
              0.00125737], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_22423108_49763131.wav', 'sampling_rate': 16000}",I feel great pain in my feet after playing one of the sports games
74,"{'array': array([array([-0.00045593, -0.00116733, -0.00076656, ..., -0.01360696,
              -0.02121491, -0.00838766], dtype=float32)               ,
       array([-0.00045593, -0.00116733, -0.00076656, ..., -0.01360696,
              -0.02121491, -0.00838766], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_41203338_52885436.wav', 'sampling_rate': 16000}",I could not exercise because of my knee pain
75,"{'array': array([array([-0.00115679,  0.00074318,  0.00170178, ..., -0.00194552,
               0.00022152,  0.00150424], dtype=float32)               ,
       array([-0.00115679,  0.00074318,  0.00170178, ..., -0.00194552,
               0.00022152,  0.00150424], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_29289135_71086758.wav', 'sampling_rate': 16000}",my neck hurts me and i can't look down or up
76,"{'array': array([array([-4.4713602e-06,  1.4141803e-05, -2.3005379e-05, ...,
              -1.4030485e-06,  6.4544349e-07, -1.1949710e-07], dtype=float32),
       array([-4.4713602e-06,  1.4141803e-05, -2.3005379e-05, ...,
              -1.4030485e-06,  6.4544349e-07, -1.1949710e-07], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_35154350_45084314.wav', 'sampling_rate': 16000}",I feel suicidal.
77,"{'array': array([array([-0.00851207, -0.01036406, -0.0028957 , ..., -0.00174615,
              -0.00121616, -0.00130687], dtype=float32)               ,
       array([-0.00855444, -0.01037658, -0.0028725 , ..., -0.0017084 ,
              -0.00118702, -0.00130251], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_39438102_103396351.wav', 'sampling_rate': 16000}",My head hurts whenever I try to do something.
78,"{'array': array([array([-0.00142024, -0.00019391, -0.00046992, ..., -0.00580088,
              -0.00420448, -0.00181339], dtype=float32)               ,
       array([-0.00142024, -0.00019391, -0.00046992, ..., -0.00580088,
              -0.00420448, -0.00181339], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44259428_17570271.wav', 'sampling_rate': 16000}",I travelled by plane a few days ago and this time during landing my ears remained clogged and painful.
79,"{'array': array([array([ 0.00017083, -0.00079868, -0.00095919, ...,  0.00159685,
               0.00171222,  0.00181872], dtype=float32)               ,
       array([ 0.00017083, -0.00079868, -0.00095919, ...,  0.00159685,
               0.00171222,  0.00181872], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_18172663_76673453.wav', 'sampling_rate': 16000}",I have blurry vision after I used a wrong medicine.
80,"{'array': array([array([-0.04229132, -0.06963204, -0.06004352, ..., -0.02188208,
              -0.01983551, -0.01197607], dtype=float32)               ,
       array([-0.04229132, -0.06963204, -0.06004352, ..., -0.02188208,
              -0.01983551, -0.01197607], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43951421_17021215.wav', 'sampling_rate': 16000}",I have tried to relief it but I can't
81,"{'array': array([array([ 0.00228862,  0.00229633, -0.00058443, ...,  0.00784192,
               0.00932844,  0.00618402], dtype=float32)               ,
       array([ 0.00228862,  0.00229633, -0.00058443, ...,  0.00784192,
               0.00932844,  0.00618402], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43604449_40645887.wav', 'sampling_rate': 16000}",I have general discomfort in my torso.
82,"{'array': array([array([ 5.9996446e-04,  7.8095234e-04,  3.8749247e-04, ...,
              -1.3784664e-03, -6.9835345e-04, -6.1280705e-05], dtype=float32),
       array([ 5.9996446e-04,  7.8095234e-04,  3.8749247e-04, ...,
              -1.3784664e-03, -6.9835345e-04, -6.1280705e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_38548574_71315901.wav', 'sampling_rate': 16000}",When I brush my hair I notice big clumps of hair coming out in the brush.
83,"{'array': array([array([-0.00035755,  0.00118957,  0.00349217, ..., -0.00046516,
              -0.00041863, -0.00055416], dtype=float32)               ,
       array([-0.00035755,  0.00118957,  0.00349217, ..., -0.00046516,
              -0.00041863, -0.00055416], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_35408915_105294498.wav', 'sampling_rate': 16000}",I can't get a girlfriend because of my acne.
84,"{'array': array([array([ 0.00203953,  0.0022806 ,  0.00040471, ..., -0.00028008,
              -0.00120578,  0.00018716], dtype=float32)               ,
       array([ 0.00203953,  0.0022806 ,  0.00040471, ..., -0.00028008,
              -0.00120578,  0.00018716], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_29289135_86436418.wav', 'sampling_rate': 16000}","can't do any exercise, i feel weak"
85,"{'array': array([array([0.00659706, 0.01053246, 0.01017013, ..., 0.00414135, 0.00575317,
              0.00374424], dtype=float32)                                     ,
       array([0.00659706, 0.01053246, 0.01017013, ..., 0.00414135, 0.00575317,
              0.00374424], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_35448024_16601163.wav', 'sampling_rate': 16000}","i can't walk, my knee hurts me"
86,"{'array': array([array([-4.2759543e-06,  1.4602283e-05,  5.0702278e-05, ...,
               1.3453588e-04,  2.9655575e-04,  1.6908949e-04], dtype=float32),
       array([-4.2759543e-06,  1.4602283e-05,  5.0702278e-05, ...,
               1.3453588e-04,  2.9655575e-04,  1.6908949e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_43620482_80114632.wav', 'sampling_rate': 16000}",Sometimes I feel like a claw on my chest that leaves me breathless.
87,"{'array': array([array([-2.6891522e-07,  4.9650343e-04,  6.0046179e-04, ...,
               1.5629041e-04, -1.1714094e-04, -6.7762965e-05], dtype=float32),
       array([-2.6891522e-07,  4.9650343e-04,  6.0046179e-04, ...,
               1.5629041e-04, -1.1714094e-04, -6.7762965e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_30766630_35515160.wav', 'sampling_rate': 16000}",I wake up at night feeling cold
88,"{'array': array([array([-0.00049518, -0.00040494, -0.00190056, ..., -0.00244156,
              -0.00203076, -0.00180083], dtype=float32)               ,
       array([-0.00049518, -0.00040494, -0.00190056, ..., -0.00244156,
              -0.00203076, -0.00180083], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_35444693_22745756.wav', 'sampling_rate': 16000}",I'm very worried that I'll go bald soon. Am I very sick?
89,"{'array': array([array([-2.7720098e-04, -3.4384726e-04,  9.0269728e-05, ...,
               1.7024119e-03,  1.3661771e-03,  8.1309443e-04], dtype=float32),
       array([-2.7720098e-04, -3.4384726e-04,  9.0269728e-05, ...,
               1.7024119e-03,  1.3661771e-03,  8.1309443e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_14353703_83543281.wav', 'sampling_rate': 16000}",I got injured exercising
90,"{'array': array([array([0., 0., 0., ..., 0., 0., 0.], dtype=float32),
       array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)], dtype=object), 'path': './recordings/1249120_44220382_73167442.wav', 'sampling_rate': 16000}",When get up I found that I have a stomach ache  and I tried to take medecine but my stomach still hurting me
91,"{'array': array([array([ 7.7077602e-05, -6.8590150e-04, -3.8544746e-04, ...,
               1.0517507e-05,  5.0202445e-05, -4.0101242e-04], dtype=float32),
       array([ 7.7077602e-05, -6.8590150e-04, -3.8544746e-04, ...,
               1.0517507e-05,  5.0202445e-05, -4.0101242e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_38202325_37437935.wav', 'sampling_rate': 16000}",My shoulder hurts me so much
92,"{'array': array([array([ 1.3637239e-04,  9.4723713e-05, -8.7014369e-06, ...,
               2.5983994e-05, -1.9270885e-05, -2.9650029e-05], dtype=float32),
       array([ 1.3637239e-04,  9.4723713e-05, -8.7014369e-06, ...,
               2.5983994e-05, -1.9270885e-05, -2.9650029e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_42082009_37123774.wav', 'sampling_rate': 16000}",I have a ear ache when I go to the pool
93,"{'array': array([array([ 1.7618319e-03,  3.8408195e-03,  2.8764184e-03, ...,
              -1.6585697e-03, -9.1848685e-04, -3.6107311e-05], dtype=float32),
       array([ 1.7618319e-03,  3.8408195e-03,  2.8764184e-03, ...,
              -1.6585697e-03, -9.1848685e-04, -3.6107311e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_44194084_76179803.wav', 'sampling_rate': 16000}",The area around my heart doesn't feel good.
94,"{'array': array([array([-0.00139058, -0.00200064, -0.00181645, ...,  0.00090143,
               0.00033174, -0.00036046], dtype=float32)               ,
       array([-0.00139058, -0.00200064, -0.00181645, ...,  0.00090143,
               0.00033174, -0.00036046], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43453425_107526939.wav', 'sampling_rate': 16000}","my cbc report indicate 10 hb, i feel tired of little work."
95,"{'array': array([array([-0.00044473, -0.00071072, -0.00077206, ...,  0.00134492,
              -0.00445761,  0.00018474], dtype=float32)               ,
       array([-0.00044473, -0.00071072, -0.00077206, ...,  0.00134492,
              -0.00445761,  0.00018474], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_2171654_37539402.wav', 'sampling_rate': 16000}",i was travelling by ship and i feel dizzy.
96,"{'array': array([array([-0.00011066, -0.00036296, -0.00027574, ..., -0.00035989,
              -0.00071411, -0.00037619], dtype=float32)               ,
       array([-0.00011066, -0.00036296, -0.00027574, ..., -0.00035989,
              -0.00071411, -0.00037619], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_22423108_10458706.wav', 'sampling_rate': 16000}",I feel like the room is spinning
97,"{'array': array([array([ 6.1372924e-04,  9.0042915e-05, -9.3787693e-04, ...,
              -2.2500582e-04, -3.7625761e-04, -7.1803178e-04], dtype=float32),
       array([ 6.1372924e-04,  9.0042915e-05, -9.3787693e-04, ...,
              -2.2500582e-04, -3.7625761e-04, -7.1803178e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_42554554_91708655.wav', 'sampling_rate': 16000}",I have a back pain since I turned 70 years old.
98,"{'array': array([array([-0.06255797, -0.09802502, -0.08598829, ..., -0.03575124,
              -0.03138107, -0.02659883], dtype=float32)               ,
       array([-0.06255797, -0.09802502, -0.08598829, ..., -0.03575124,
              -0.03138107, -0.02659883], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_41150153_16982845.wav', 'sampling_rate': 16000}",My sore isn't healing well and it's been like this for two weeks.
99,"{'array': array([array([ 3.3103793e-06, -1.4275091e-04, -1.2802561e-04, ...,
               1.8785937e-05,  3.2788029e-04,  4.6571880e-05], dtype=float32),
       array([ 3.3103793e-06, -1.4275091e-04, -1.2802561e-04, ...,
               1.8785937e-05,  3.2788029e-04,  4.6571880e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_43172391_77281246.wav', 'sampling_rate': 16000}",i feel pain in my knee
